job_position_name,career_objective,skills,matched_score,degree_names,major_field_of_studies,experiencere_requirement
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",fresher who is well acquainted with some of the natural language processing (nlp) and text analysis. i have worked on a few projects and also on databases to extract data and process them. in search of a role where i can understand about the commercial applications and contribute to them.,Not provided,0.65,['b.sc(ca)'],['n/a'],at least 3 years
Ai Engineer,Not provided,Not provided,0.85,['bachelor of science'],['mechanical engineering'],Not specified
Devops Engineer,want to work as a machine learning production engineer.,Not provided,0.626666667,"['b.tech', 'm.tech']","['electronics/telecommunication', 'advanced analytics']",at least 3 years
Database Administrator (Dba),Not provided,Not provided,0.85,['b.tech'],['computers'],at least 1 year
Sr.Officer / Executive - Internal Audit,a highly disciplined and hard-working individual seeking challenging opportunity in the field of data science and data analytics where i can utilize my skills and knowledge to contribute for the growth of the organization,Not provided,0.65,['b.tech'],['n/a'],2 to 4 years
Sr.Officer / Executive - Internal Audit,Not provided,Not provided,0.683333333,"['b.tech', 'm.tech']","[""[none, 'big data analytics']""]",2 to 4 years
Senior Software Engineer,Not provided,Not provided,0.4333333333333333,"[""['master', 'bachelor of science', none]""]","['accounting & financial management', 'accounting', 'computer programming']",at least 1 year
Data Engineer,Not provided,Not provided,0.783333333,"['ph.d. in computer science', 'master in computer science', 'bachelor in physics']","['computer science', 'computer science', 'physics']",5 to 8 years
Sr.Officer / Executive - Internal Audit,looking for roles related to application development in machine learning.,Not provided,0.65,['b.ba'],['n/a'],2 to 4 years
Database Administrator (Dba),computer repair technician,Not provided,0.783333333,['associate of applied science'],['electronics and computer technology'],at least 1 year
Project Coordinator (Civil),Not provided,Not provided,0.65,"['master of science', 'bachelor of science']","['accounting', 'business administration']",5 to 10 years
Project Coordinator (Civil),Not provided,Not provided,0.7933333333333333,"['master of science', 'master of science', 'bachelor of science']","['information systems-graduate business analytic certificate', 'criminal justice', 'public administration']",5 to 10 years
Database Administrator (Dba),Not provided,Not provided,0.803333333,['b.tech(computers)'],['computers'],at least 1 year
Data Science Engineer,would like to join any firm as a software developer in machine learning projects.,Not provided,0.716666667,['b.tech'],['computer science'],at least 2 years
Hr Officer,i am a post graduate having knowledge of industry-level machine learning problems and research topics. i currently work as a machine learning engineer and i want to keep exploring such opportunities.,Not provided,0.583333333,"['b.sc', 'm.sc']","['computer science engineering', 'big data analytics']",Not specified
Network Support Engineer,"fresher having knowledge in machine learning and natural language processing. looking to join a role where i can learn from an well informed environment, experiment and produce promising results and work with different kinds of data.",Not provided,0.65,"['b.tech', 'm.tech']","['bio-tech', 'data science']",at least 3 years
Machine Learning (Ml) Engineer,Not provided,Not provided,0.683333333,['b.tech'],['it'],at least 5 year(s)
Ai Engineer,Not provided,Not provided,0.783333333,"['bachelor of science', 'n/a']","['petrochemical and natural gas engineering', 'biology and medical science (towards a degree in medicine)']",Not specified
Civil Engineer,Not provided,Not provided,0.483333333,"['b.tech', 'diploma']","['n/a', 'big data analytics']",at least 5 years
Project Coordinator (Civil),"a curiosity-driven data scientist, eager to leverage machine learning and data analytics to extract meaningful insights, make informed decisions and solve challenging business problems. i ensure to contribute with my knowledge, logical thinking and analytical skills towards the consistent growth and development of the organization, and enhance my experience through continuous learning and teamwork.",Not provided,0.75,"['bsc(ca)', 'msc(ca)']","['computer applications', 'computer applications']",5 to 10 years
